task__calibration,task__created,task__id,task__info,task__n_answers,task__priority_0,task__project_id,task__quorum,task__state,taskinfo__bbox,taskinfo__dimensions,taskinfo__image,taskinfo__line_text
0,2017-07-31T13:13:12.075599,14380,"{""line_text"": ""\u05e1\u05e0\u05d4\u05d3\u05e8\u05d9\u05df \u05d9\u05d1 ]2-11\u05df 433"", ""image"": ""http://35.165.192.9:5000/api/v1/pages/f02a64eac2e64e57abc44ec66423e3d0/Zuckermandel_Page_17_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""dimensions"": [4522, 5852], ""bbox"": [1058, 612, 2775, 733]}",1,0.0,67,0,completed,"[1058, 612, 2775, 733]","[4522, 5852]",http://35.165.192.9:5000/api/v1/pages/f02a64eac2e64e57abc44ec66423e3d0/Zuckermandel_Page_17_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,סנהדרין יב ]2-11ן 433
0,2017-07-31T13:13:12.088384,14381,"{""line_text"": ""\u05d7\u05de\u05d4 \u05d4\u05d9\u05d0 \u05db\u05e4\u05d9 \u05e9\u05d9\u05e9 \u05dc\u05d5 \u05dc\u05d9\u05e7\u05d5\u05d7\u05d9\u05df \u05d4\u05db\u05ea' \u05de\u05d3\u05d1\u05e8 \u05de\""\u05dc \u05dc\u05d5\u05de' \u05d5\u05d1\u05d4 \u05d0\u05d9\u05e9 \u05db\u05d4\u05df \u05e1\u05db\u05dc"", ""image"": ""http://35.165.192.9:5000/api/v1/pages/f02a64eac2e64e57abc44ec66423e3d0/Zuckermandel_Page_17_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""dimensions"": [4522, 5852], ""bbox"": [1065, 809, 3737, 907]}",1,0.0,67,0,completed,"[1065, 809, 3737, 907]","[4522, 5852]",http://35.165.192.9:5000/api/v1/pages/f02a64eac2e64e57abc44ec66423e3d0/Zuckermandel_Page_17_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,"חמה היא כפי שיש לו ליקוחין הכת' מדבר מ""ל לומ' ובה איש כהן סכל"
0,2017-07-31T13:13:12.099430,14382,"{""line_text"": ""\u05de\u05e7\u05d5\u05dd: * \u05e0\u05e2\u05e8\u05d4 \u05d0\u05e8\u05d5\u05e1\u05d4 \u05d5\u05d1\u05ea \u05db\u05d4\u05df \u05e9\u05d6\u05d9\u05db\u05ea\u05d4 \u05d1\u05e1\u05e7\u05d9\u05dc\u05d4 \u05d5\u05e8' \u05e9\u05de\u05e2\u05d5\u05df \u05d0\u05d5\u05d8' \u05d1\u05e9\u05e8\u05d9\u05e4\u05d4:"", ""image"": ""http://35.165.192.9:5000/api/v1/pages/f02a64eac2e64e57abc44ec66423e3d0/Zuckermandel_Page_17_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""dimensions"": [4522, 5852], ""bbox"": [1050, 911, 3689, 1015]}",1,0.0,67,0,completed,"[1050, 911, 3689, 1015]","[4522, 5852]",http://35.165.192.9:5000/api/v1/pages/f02a64eac2e64e57abc44ec66423e3d0/Zuckermandel_Page_17_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,מקום: * נערה ארוסה ובת כהן שזיכתה בסקילה ור' שמעון אוט' בשריפה:
0,2017-07-31T13:13:12.110877,14383,"{""line_text"": ""' \u05e9\u05de\u05e2\u05d5\u05df \u05d4\u05ea\u05d9\u05de\u05e0\u05d9 \u05d0\u05d5\u05d8' \u05de\u05d4 \u05d0\u05d2\u05e8\u05d5\u05e3 \u05d4\u05d9\u05d3\u05d5\u05e2 \u05dc\u05e2\u05d3\u05d4 \u05d5\u05dc\u05e2\u05e8\u05d9\u05dd \u05d0\u05e3 \u05d0\u05d1\u05df \u05ea\u05d4\u05d0 \u05d9\u05d3\u05d5\u05e2\u05d4 \u05dc\u05e2\u05d3\u05d4"", ""image"": ""http://35.165.192.9:5000/api/v1/pages/f02a64eac2e64e57abc44ec66423e3d0/Zuckermandel_Page_17_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""dimensions"": [4522, 5852], ""bbox"": [1058, 1014, 3691, 1115]}",1,0.0,67,0,completed,"[1058, 1014, 3691, 1115]","[4522, 5852]",http://35.165.192.9:5000/api/v1/pages/f02a64eac2e64e57abc44ec66423e3d0/Zuckermandel_Page_17_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,' שמעון התימני אוט' מה אגרוף הידוע לעדה ולערים אף אבן תהא ידועה לעדה
0,2017-07-31T13:13:12.122267,14384,"{""line_text"": ""\u05d5\u05dc\u05e2\u05e8\u05d9\u05dd \u05e4\u05e8\u05d8 \u05dc\u05e9\u05d0\u05d1\u05d3\u05d4 \u05d0\u05d1\u05df \u05d0\u05e1' \u05dc\u05d5 \u05e8' \u05e2\u05e7\u05d9\u05d1\u05d0 \u05d0\u05d9\u05df \u05dc\u05d9 \u05d0\u05dc\u05d0 \u05e9\u05d0\u05d1\u05d3\u05d4 \u05d4\u05d0\u05d1\u05df \u05de\u05e0\u05d9\u05df"", ""image"": ""http://35.165.192.9:5000/api/v1/pages/f02a64eac2e64e57abc44ec66423e3d0/Zuckermandel_Page_17_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""dimensions"": [4522, 5852], ""bbox"": [1057, 1116, 3686, 1218]}",1,0.0,67,0,completed,"[1057, 1116, 3686, 1218]","[4522, 5852]",http://35.165.192.9:5000/api/v1/pages/f02a64eac2e64e57abc44ec66423e3d0/Zuckermandel_Page_17_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,ולערים פרט לשאבדה אבן אס' לו ר' עקיבא אין לי אלא שאבדה האבן מנין
0,2017-07-31T13:13:12.133140,14385,"{""line_text"": ""5 \u05d0\u05e4\u05d9\u05dc\u05d5 \u05d4\u05d9\u05ea\u05d4 \u05d4\u05dc\u05d5\u05d9\u05d4 \u05d0\u05d5 \u05d4\u05d9\u05d0 \u05d0\u05d5 \u05de\u05e7\u05dc \u05d1\u05d1\u05d9\u05ea \u05d3\u05d9\u05df \u05d5\u05d9\u05d5\u05d3\u05e2\u05d9\u05df \u05d4\u05e8\u05d9\u05d9\u05e0\u05d9\u05df \u05e9\u05e2\u05dc \u05e9\u05d5\u05e7\u05d5 \u05d4\u05db\u05d4\u05d5 \u05d5\u05e2\u05dc"", ""image"": ""http://35.165.192.9:5000/api/v1/pages/f02a64eac2e64e57abc44ec66423e3d0/Zuckermandel_Page_17_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""dimensions"": [4522, 5852], ""bbox"": [1060, 1218, 3747, 1325]}",1,0.0,67,0,completed,"[1060, 1218, 3747, 1325]","[4522, 5852]",http://35.165.192.9:5000/api/v1/pages/f02a64eac2e64e57abc44ec66423e3d0/Zuckermandel_Page_17_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,5 אפילו היתה הלויה או היא או מקל בבית דין ויודעין הריינין שעל שוקו הכהו ועל
0,2017-07-31T13:13:12.148360,14386,"{""line_text"": ""\u05e6\u05d9\u05e4\u05e8 \u05e0\u05e4\u05e9\u05d5 \u05d4\u05d9\u05db\u05d4\u05d9 \u05d4\u05e8\u05d9 \u05e9\u05d9\u05ea\u05d0\u05e8 \u05de\u05e8\u05d0\u05e9 \u05d4\u05db\u05d9\u05e8\u05d4 \u05d5\u05de\u05d4 \u05d0\u05d5\u05de\u05e8\u05d9] \u05d0\u05dd \u05ea\u05d1\u05d5\u05d0 \u05d4\u05d1\u05d9\u05e8\u05d4"", ""image"": ""http://35.165.192.9:5000/api/v1/pages/f02a64eac2e64e57abc44ec66423e3d0/Zuckermandel_Page_17_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""dimensions"": [4522, 5852], ""bbox"": [1051, 1347, 3685, 1419]}",1,0.0,67,0,completed,"[1051, 1347, 3685, 1419]","[4522, 5852]",http://35.165.192.9:5000/api/v1/pages/f02a64eac2e64e57abc44ec66423e3d0/Zuckermandel_Page_17_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,ציפר נפשו היכהי הרי שיתאר מראש הכירה ומה אומרי] אם תבוא הבירה
0,2017-07-31T13:13:12.159060,14387,"{""line_text"": ""\u05dc\u05d1\u05d9\u05ea \u05d3\u05d9\u05df \u05d5\u05d0\u05dd \u05ea\u05d0\u05de\u05e8 \u05d9\u05d1\u05d5\u05d0\u05d5 \u05d4\u05d1\u05d9\u05ea \u05d3\u05d9\u05df \u05d5\u05d9\u05e8\u05d0\u05d5 \u05d0\u05ea \u05d4\u05d1\u05d9\u05e8\u05d4 \u05e9\u05e0\u05e4\u05dc\u05d4 \u05d0\u05d5\u05de\u05e8\u05d9\u05df \u05d0\u05e0\u05d5 \u05d9\u05d1\u05d5\u05d0\u05d5"", ""image"": ""http://35.165.192.9:5000/api/v1/pages/f02a64eac2e64e57abc44ec66423e3d0/Zuckermandel_Page_17_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""dimensions"": [4522, 5852], ""bbox"": [1054, 1425, 3686, 1522]}",1,0.0,67,0,completed,"[1054, 1425, 3686, 1522]","[4522, 5852]",http://35.165.192.9:5000/api/v1/pages/f02a64eac2e64e57abc44ec66423e3d0/Zuckermandel_Page_17_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,לבית דין ואם תאמר יבואו הבית דין ויראו את הבירה שנפלה אומרין אנו יבואו
0,2017-07-31T13:13:12.170286,14388,"{""line_text"": ""\u05d4\u05d1\u05e2\u05dc\u05d9\u05dd \u05d5\u05d9\u05ea\u05d5\u05e8\u05d5 \u05d5\u05d9\u05d1\u05e0\u05d5 \u05d0\u05d5\u05ea\u05d4 \u05d0\u05dc\u05d0 \u05e2\u05dc \u05de\u05d4 \u05e2\u05d3\u05d9\u05dd \u05e0\u05d0\u05de\u05e0\u05d9\u05dd \u05e2\u05dc \u05db\u05da \u05d0\u05e3 \u05d1\u05d3\u05d9\u05e0\u05d9 \u05e0\u05e4\u05e9\u05d5\u05ea \u05ea\u05dc\u05d5\u05d9"", ""image"": ""http://35.165.192.9:5000/api/v1/pages/f02a64eac2e64e57abc44ec66423e3d0/Zuckermandel_Page_17_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""dimensions"": [4522, 5852], ""bbox"": [1051, 1526, 3685, 1628]}",1,0.0,67,0,completed,"[1051, 1526, 3685, 1628]","[4522, 5852]",http://35.165.192.9:5000/api/v1/pages/f02a64eac2e64e57abc44ec66423e3d0/Zuckermandel_Page_17_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,הבעלים ויתורו ויבנו אותה אלא על מה עדים נאמנים על כך אף בדיני נפשות תלוי
0,2017-07-31T13:13:12.187515,14389,"{""line_text"": ""\u05d1\u05e2\u05e8\u05d9\u05dd: * \u05e0\u05ea\u05e2\u05e8\u05d1\u05d4 \u05d1\u05d0\u05d7\u05d3\u05d5\u05ea \u05de\u05e9\u05e2\u05e8\u05d9\u05df \u05d0\u05ea \u05d4\u05e7\u05dc\u05d4 \u05e9\u05d1\u05d4\u05df \u05d0\u05dd \u05d9\u05e9 \u05d1\u05d4 \u05db\u05d3\u05d9 \u05dc\u05d4\u05de\u05d9\u05ea \u05d4\u05d9\u05d9\u05d1"", ""image"": ""http://35.165.192.9:5000/api/v1/pages/f02a64eac2e64e57abc44ec66423e3d0/Zuckermandel_Page_17_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""dimensions"": [4522, 5852], ""bbox"": [1046, 1630, 3685, 1732]}",1,0.0,67,0,completed,"[1046, 1630, 3685, 1732]","[4522, 5852]",http://35.165.192.9:5000/api/v1/pages/f02a64eac2e64e57abc44ec66423e3d0/Zuckermandel_Page_17_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,בערים: * נתערבה באחדות משערין את הקלה שבהן אם יש בה כדי להמית הייב
